Group Class code;Class code;January;February;March;April;May;June;July;August;September;October;November;December
450;4502;195,447;167,297;165,423;163,613;164,983;169,261;173,212;186,705;153,162;159,826;142,672;160,912
450;4503;2,255,169;1,727,972;1,249,537;1,023,275;1,517,478;1,761,302;1,947,619;1,780,870;1,700,498;1,678,812;1,787,762;2,058,107
450;4503;1,313,920;1,437,425;868,475;772,252;838,822;1,168,497;838,446;1,213,790;1,155,407;974,201;799,646;1,109,931
450;4503;20,892;16,886;19,456;18,782;4,78;5,776;2,867;3,602;15,066;29,515;22,43;30,4
450;4503;156,583;165,659;149,05;97,079;114,475;91,062;123,467;157,729;137,635;106,765;113,568;60,152
450;4503;40,163;37,718;34,909;29,173;31,907;27,839;27,493;26,907;25,865;31,347;29,604;26,7
450;4504;22;;;;45;74;67;37;74;;;
450;4504;1,090,828;888,464;959,575;948,429;1,082,602;954,739;1,022,992;934,262;875,65;1,049,433;822,672;882,776
450;4504;90,322;76,841;84,307;88,463;87,785;54,292;49,133;47,45;40,64;45,44;32,642;37,331
450;4504;177,94;188,064;121,579;162,384;105,229;108,194;154,884;144,207;147,464;195,621;128,162;143,152
450;4504;5,589;15,913;2,336;7,253;3,846;1,944;4,025;5,056;654;;1,714;2,794
450;4504;230,105;196,237;187,158;175,658;196,071;153,453;205,196;227,606;238,856;277,72;208,651;206,548
450;4504;197,493;174,069;207,645;191,549;220,335;183,719;162,333;137,493;113,828;149,194;127,934;124,206
450;4504;45,724;59,323;20,179;51,827;13,449;11,79;13,95;6,241;4,504;48,119;13,283;12,038
450;4509;;;38,884;;44,235;35,303;11,773;51,914;;;;24,29
451;4510;73,276;53,768;74,765;76,688;62,953;52,885;67,472;54,638;43,376;51,962;31,843;39,178
451;4510;5,536;4,053;3,864;3,825;6,739;3,239;4,121;3,359;3,024;3,689;4,19;3,646
451;4511;1,587;1,355;280;869;472;936;598;289;118;657;;
453;4530;493,34;427,893;438,274;414,576;291,777;153,128;187,443;412,156;372,277;453,393;431,556;488,111
453;4530;57,5;43,372;45,901;49,965;35,877;27,054;26,686;19,035;20,125;18,33;16,069;16,716
453;4530;7,703;3,945;722;4,214;2,295;8,713;3,96;2,155;447;198;175;370
453;4530;48,079;50,718;53,766;47,992;63,197;61,272;77,331;69,491;61,313;61,264;62,547;56,023
453;4530;271,831;231,364;191,336;185,14;171,887;145,342;180,22;169,928;148,343;145,443;146,061;148,173
453;4530;69,271;69,286;61,598;61,106;61,712;51,769;54,76;55,94;47,873;56,47;43,877;43,525
453;4530;121,873;83,029;73,839;74,571;75,275;68,529;77,408;85,736;82,153;87,402;86,812;112,618
453;4530;220,94;178,935;200,502;184,643;188,339;126,766;132,968;192,548;125,405;147,72;127,292;169,328
453;4530;125,096;99,178;102,298;95,728;109,321;85,283;97,846;85,063;75,548;90,699;77,569;89,056
453;4531;3,172;2,608;1,65;1,043;874;678;135;80;;;;
453;4531;417,856;361,093;344,017;343,95;319,63;290,373;330,667;346,729;306,411;300,016;278,96;334,845
453;4531;197,03;155,097;146,01;146,91;135,65;120,778;117,367;108,772;94,81;106,133;96,754;109,908
453;4531;577,512;500,947;515,337;513,945;510,412;420,208;466,137;511,532;477,791;517,83;444,182;503,652
475;4750;2,653;1,751;12,19;27,709;19,021;24,906;1,401;5,158;393;1,233;3,917;375
475;4750;93;1,286;;3,509;932;2,86;374;;1,079;374;;1,014
600;6000;923,85;814,101;875,698;835,538;998,73;838,622;1,040,950;745,532;629,8;645,437;606,033;414,335
600;6000;2,111,777;2,107,531;2,642,336;3,149,044;3,021,143;2,894,726;3,246,891;3,895,374;3,889,037;4,928,519;3,423,663;3,835,704
600;6000;318,437;236,838;199,246;148,69;98,919;73,335;26,072;48,934;50,092;34,826;94,013;107,122
600;6000;1,727,208;1,622,530;1,604,473;1,802,604;1,542,209;1,208,815;798,856;726,049;630,03;1,074,645;1,096,634;1,690,447
600;6001;212,56;206,599;196,432;142,19;112,635;137,278;141,935;141,812;180,321;263,303;264,888;299,261
600;6001;29,833;22,679;25,159;38,387;60,087;117,781;176,239;132,119;111,836;123,621;53,266;23,364
600;6001;;;;;;60,578;41,231;14,756;6,766;6,758;1,232;2,464
600;6001;95,035;61,183;49,468;30,867;23,977;30,629;57,217;33,254;20,12;16,51;8,942;7,265
600;6001;1,218,432;1,179,033;1,361,792;1,310,875;1,251,860;1,235,187;1,297,144;1,283,087;1,112,409;1,330,113;1,090,802;1,288,587
600;6002;703,545;531,749;513,208;484,603;446,913;414,448;496,953;586,219;595,276;797,615;695,75;923,847
600;6002;793,192;745,23;691,25;585,864;585,65;559,683;615,817;595,147;426,281;580,814;490,436;813,822
600;6002;55,984;55,03;108,445;86,238;95,062;109,127;107,728;111,459;147,34;122,258;153,275;235,848
600;6003;466,346;438,079;386,395;364,166;685,362;471,532;508,285;365,096;404,134;458,563;407,181;451,501
600;6003;526,341;448,768;356,35;353,553;516,953;355,076;391,601;281,161;240,416;311,034;276,951;373,02
600;6003;127,768;92,516;73,765;60,607;134,624;72,35;63,038;85,973;86,703;110,939;78,922;63,741
600;6004;469,019;427,775;420,276;511,546;359,965;319,396;239,872;175,954;131,652;204,951;164,351;208,31
600;6004;256,284;272,513;305,753;325,118;213,09;206,414;135,033;102,662;80,685;69,757;46,946;39,008
600;6004;15,143;7,92;8,424;4,121;3,783;1,66;1,369;2,035;1,573;3,521;43,929;61,939
600;6005;847,215;1,054,767;1,084,447;1,071,579;1,159,221;1,314,174;1,335,432;1,191,298;1,273,125;1,568,873;1,709,100;2,073,900
601;6010;835,282;771,974;1,055,139;971,062;768,021;616,921;723,265;569,001;811,521;1,278,713;1,026,093;1,108,624
601;6010;1,111,581;894,633;1,176,145;1,316,703;1,009,886;711,224;742,061;601,053;409,173;586,785;402,806;444,789
601;6010;622,674;563,007;661,52;686,267;545,509;844,475;227,014;198,275;154,198;278,839;326,909;444,301
601;6010;181,655;110,241;93,656;79,274;90,621;74,882;15,591;8,788;6,766;3,898;2,093;816
601;6011;111;111;327;664;;;;;;;;
601;6011;4,526,659;3,960,252;4,091,810;4,104,743;3,921,262;3,585,977;4,383,572;4,358,615;3,895,187;4,622,229;3,915,097;4,947,849
601;6012;317,177;280,269;272,075;272,366;303,249;265,864;278,604;253,891;214,12;213,987;169,222;247,211
601;6012;45,379;88,899;85,141;42,59;63,234;79,6;112,147;135,394;91,858;130,043;93,319;97,845
601;6012;;;;;;;;;103,197;163,968;162,61;211,077
601;6013;249,805;204,278;218,355;203,103;162,788;114,855;68,192;31,076;13,74;17,173;5,442;3,027
601;6013;12,854;10,067;10,339;9,352;8,942;5,589;4,192;;559;;;
601;6014;103,235;57,873;58,627;49,852;24,02;2,906;4,71;2,01;418;335;250;26,972
601;6014;;;;242;;;;;;;;
601;6014;217,19;199,386;264,212;253,81;180,448;151,36;213,503;224,59;169,268;155,421;107,938;115,308
601;6015;158,147;164,565;201,969;162,959;113,44;57,693;33,44;10,759;6,492;3,755;525;72,191
601;6016;291,58;197,935;177,142;167,035;140,88;112,513;79,876;32,787;38,74;94,609;21,502;9,611
601;6016;260,804;181,425;202,054;217,6;222,213;163,91;144,392;180,178;333,912;484,025;671,032;879,412
601;6017;;;;;224;;;;;;;
602;6020;89,333;47,15;70,157;56,18;38,927;36,626;7,598;1,871;901;166,197;102,438;174,268
602;6020;1,126,285;1,033,902;1,470,638;2,058,183;1,641,275;1,011,497;1,105,089;1,015,814;924,187;1,479,076;731,731;831,728
602;6020;611,497;438,855;544,543;450,399;199,215;137,874;165,961;135,168;147,966;298,866;130,244;336,584
602;6020;17,763;20,507;18,522;10,813;3,164;5,411;579;74;;53;;112
602;6020;26,449;39,07;32,101;27,754;42,617;30,62;21,892;14,442;8,837;11,087;1,913;422
602;6021;171,091;136,445;211,895;155,806;65,507;51,489;85,716;39,695;19,893;30,083;2,213;1,061
602;6021;68,181;109,274;148,806;127,251;100,741;123,789;150,56;135,155;117,937;135,855;114,479;154,512
602;6022;7,193;4,073;4,499;4,472;2,754;3,428;1,21;313;32,455;110,956;89,508;109,505
602;6022;307,153;324,239;437,671;314,589;210,599;234,749;348,142;222,476;223,837;404,28;255,83;412,34
602;6023;45;;9;47;9;;;;;;;
602;6024;205,577;160,582;215,43;73,776;38,938;11,146;6,028;3,667;7,05;73,086;68,031;72,031
602;6024;105,521;92,841;103,036;99,136;46,176;44,929;131,45;71,784;45,586;194,796;159,737;313,555
602;6025;1,753;1,524;57,351;976,696;2,865,669;850;215;1,139;73;220;261;
602;6025;6,643;7,495;133,426;3,643,398;10,082,344;388;269;261;364;462;242;
602;6025;35,679;22,829;274,485;5,777,321;16,876,392;15,832;38,614;4,895;2,16;2,745;770;232
602;6026;25,08;24,855;25,728;37,042;20,738;49,332;8,636;50,55;83,757;129,47;125,205;182,217
602;6026;277,27;265,484;325,297;346,689;272,222;161,04;111,839;70,995;68,689;190,771;39,009;50,059
602;6026;62,071;45,356;90,653;56,091;30,329;15,671;54,735;26,285;7,992;6,277;1,07;1,496
602;6026;266,058;249,807;253,451;192,016;126,644;47,475;26,343;6,08;1,754;1,592;60;36
602;6027;89,481;86,041;44,344;29,054;19,858;17,654;4,773;214;250;;74;276
602;6027;164,077;170,57;122,872;134,5;148,952;89,212;27,577;6,789;14,778;78,436;111,874;185,88
602;6027;64;72;143;271;140;75;56;;;;;
602;6028;5,628;3,641;4,524;5,999;7,391;8,207;3,683;593;5,176;14,365;1,037;200
603;6030;3,039,492;3,114,735;3,698,293;2,307,429;2,940,895;2,924,563;4,209,287;4,677,619;4,303,840;5,988,753;4,317,472;4,879,938
603;6030;;;;;;;;586,952;2,379,707;1,818,504;453,847;596,163
603;6030;295,222;358,291;338,216;234,919;251,055;208,706;196,099;508,895;538,425;484,022;261,478;228,022
603;6031;1,567;241;;;75;;;;;;;
610;6100;975,058;870,395;918,591;1,433,390;1,681,349;1,014,265;797,744;833,548;819,65;1,079,270;871,423;897,529
610;6100;221,34;246,681;330,246;333,941;205,047;165,484;134,193;168,558;135,699;130,182;71,37;142,292
610;6100;591,626;585,666;726,989;912,019;999,187;776,957;798,1;733,438;663,273;737,192;690,347;837,528
610;6100;503,417;453,607;579,675;635,771;543,539;401,9;470,102;557,04;618,109;631,814;453,192;646,051
610;6101;22,946;22,539;52,705;34,68;32,046;48,456;182,332;205,775;178,008;224,987;152,643;149,809
610;6101;28;37;84;168;168;;;;;;;
610;6101;5,013,310;4,385,957;4,915,218;5,477,701;5,986,311;4,504,220;4,720,118;4,955,185;4,454,946;5,597,823;4,074,017;5,294,458
610;6101;1,318,645;1,237,780;1,281,856;1,363,742;1,677,450;1,231,833;1,097,133;1,429,505;1,556,944;1,617,542;1,140,649;1,320,621
610;6102;245,784;180,791;180,134;196,711;189,826;178,023;168,702;155,72;186,309;225,611;183,56;171,927
610;6102;158,069;129,481;135,683;121,925;142,848;167,568;141,282;134,347;119,823;200,943;132,535;139,05
610;6102;238,499;228,679;204,728;181,384;202,088;356,487;281,626;259,201;248,207;275,957;245,182;275,186
610;6102;548,555;478,209;444,261;277,126;436,446;368,682;363,153;463,027;433,726;527,37;397,621;358,947
610;6103;15,413;14,776;11,085;20,057;21,949;40,326;26,369;19,651;16,005;16,036;7,026;5,019
610;6103;171,285;132,565;157,404;148,607;122,221;107,242;125,835;96,01;104,715;248,237;194,724;236,39
610;6103;90,009;73,351;90,396;281,098;98,095;65,149;66,063;77,279;69,41;104,404;51,133;55,619
611;6110;1,702,371;1,365,808;2,048,487;2,100,203;2,233,529;2,650,157;2,384,973;1,831,457;1,537,126;2,082,195;1,424,261;1,947,278
611;6110;417,677;344,962;370,672;413,701;387,922;321,343;357,407;341,857;284,098;348,936;236,031;315,342
611;6110;415,817;397,216;382,725;512,08;508,206;431,87;503,4;495,217;463,181;230,963;29,906;35,093
611;6110;6,797,227;6,389,347;6,244,742;7,013,669;7,570,791;5,486,009;6,215,372;7,316,984;6,179,857;7,649,041;6,173,947;6,849,586
611;6110;35,018;39,134;18,431;20,574;26,489;17,015;28,266;9,452;12,953;17,825;12,539;8,313
611;6110;561,257;575,74;609,137;729,514;1,102,186;681,08;495,873;291,733;214,06;295,084;267,828;345,95
611;6110;183,8;188,033;361,637;433,707;482,781;425,399;633,811;567,302;345,758;303,433;264,941;288,589
611;6110;78,987;82,206;79,685;88,23;83,059;75,264;112,253;144,401;105,923;160,334;139,384;167,81
611;6110;1,244,266;1,115,215;1,185,794;1,217,459;998,699;844,258;940,802;993,204;633,645;706,301;544,829;686,877
611;6110;;;;;;;3,864;42,053;8,767;6,811;297;297
611;6111;611,145;514,872;565,609;604,736;531,645;617,804;562,523;464,389;413,292;632,047;577,549;754,917
611;6111;21,252;31,212;28,541;26,956;30,05;33,411;40,091;35,974;32,002;7,965;123;123
611;6111;1,622,243;1,465,824;1,536,252;1,800,182;1,867,715;1,446,827;1,804,541;2,067,509;1,750,503;2,108,232;1,620,304;1,692,120
611;6111;120,808;92,987;143,108;134,696;141,467;104,958;113,408;157,555;146,349;200,471;138,374;157,505
611;6111;490,82;415,383;359,139;383,121;311,153;313,941;336,714;220,995;199,393;446,333;365,221;385,379
611;6111;9;9,241;28,241;12,54;11,053;9,026;13,558;5,271;6,714;5,303;728;894
611;6111;29,328;36,523;39,793;40,465;55,076;42,453;52,591;51,569;43,321;56,061;43,903;51,335
611;6111;950,165;942,258;1,018,366;970,053;909,911;783,511;1,085,344;973,751;729,453;836,005;693,157;730,525
611;6111;72,923;52,664;47,583;83,791;124,517;65,554;40,193;23,079;13,209;8,633;2,209;21,857
611;6111;130,228;135,701;140,676;144,951;125,768;140,374;153,366;144,744;126,639;29,875;4,747;2,989
611;6112;57,38;42,759;58,245;42,549;39,23;33,185;27,675;23,698;19,14;31,229;55,35;68,691
611;6112;85,374;68,577;53,388;30,627;29,564;28,71;23,4;30,764;72,809;65,299;63,607;70,971
611;6113;344,804;298,609;289,461;201,826;228,412;263,969;112,211;14,994;2,703;2,058;119,135;172,329
611;6113;91,672;81,636;81,75;56,093;61,682;61,414;19,242;2,632;503;117;30,952;39,252
611;6113;17,846;14,159;15,739;13,64;12,715;13,428;4,477;98;;8;7,779;14,765
611;6113;48,712;40,43;46,579;36,973;37,548;32,723;12,422;454;137;125;22,624;32,824
611;6113;16,621;14,091;15,815;13,097;12,648;10,06;1,081;255;24;248;9,492;11,902
611;6114;205,51;167,018;215,971;282,013;241,713;188,428;206,443;213,65;254,485;463,582;348,481;432,892
611;6114;480,573;403,136;410,205;366,366;342,634;286,518;339,657;378,625;222,172;197,173;112,092;125,906
611;6114;28,461;47,216;28,707;10,83;6,606;8,085;5,105;1,54;752;266;1,108;510
612;6120;119,02;104,554;198,379;655,51;941,572;202,003;101,89;113,205;104,92;141,903;118,654;112,664
612;6120;47,516;38,25;67,425;155,474;267,941;75,677;76,084;72,532;54,48;69,24;57,831;85,622
612;6121;166,918;147,913;177,665;368,251;576,243;194,143;123,537;177,434;164,806;217,006;141,813;177,609
612;6121;34,234;13,278;31,934;59,798;51,422;16,425;6,962;2,35;1,527;3,227;194;17
612;6121;83,184;77,463;141,033;198,687;405,074;148,308;144,112;105,759;90,412;116,081;80,222;55,201
612;6122;175,939;221,426;175,068;138,019;122,31;131,849;119,27;76,856;52,265;61,662;29,121;55,664
612;6122;23,318;34,528;27,981;24,717;27,515;33,062;25,183;43,371;29,826;25,309;18,654;27,049
612;6123;33,226;25,352;24,944;17,302;14,977;15,566;16,882;21,268;21,812;38,294;54,624;54,965
612;6123;95,717;61,494;59,082;32,811;28,801;53,865;58,706;70,607;71,754;129,898;84,302;174,396
612;6123;4,563;3,422;19,224;878,031;2,889,872;6,528;2,381;1,342;28;107;;0
612;6123;119,93;93,686;150,142;2,455,779;5,773,558;159,622;76,302;50,348;27,545;41,028;38,795;5,029
612;6123;12,093;10,107;9,785;247,056;580,557;11,122;7,481;6,196;3,706;5,859;4,4;4,34
613;6130;205,318;165,509;365,093;1,036,897;1,018,520;307,936;213,051;123,101;205,775;419,09;209,028;217,378
613;6130;286,625;252,15;366,881;908,359;917,213;240,772;142,292;91,219;120,123;194,557;147,229;142,925
613;6131;137,75;103,692;139,558;303,314;415,626;110,706;82,256;76,482;52,678;103,189;48,447;62,624
613;6131;110,725;83,143;129,939;311,154;305,489;103,308;81,053;58,096;68,047;83,071;48,225;43,266
613;6131;145,295;110,68;119,979;259,535;385,521;130,576;106,108;69,261;92,837;110,98;50,189;34,77
613;6132;181,735;196,812;117,617;86,303;78,24;177,58;86,955;36,157;54,464;110,164;107,674;137,462
613;6132;286,988;340,433;178,758;257,118;213,793;183,121;165,67;84,502;59,806;33,57;14,609;9,465
613;6132;;144;84;75;187;25;;19;;;;
614;6140;96,986;93,963;93,363;99,641;108,854;77,883;53,98;74,117;74,643;77,226;64,406;78,755
614;6140;58,875;49,954;49,566;39,97;50,938;47,049;25,397;89,211;86,025;91,182;63,843;66,769
614;6140;109,282;100,323;104,004;107,995;100,943;60,361;49,229;60,529;43,494;95,03;73,26;83,052
614;6140;34,201;33,856;33,911;37,881;46,318;41,958;18,156;32,972;29,096;33,825;24,491;34,242
614;6140;11,736;8,964;8,899;10,06;8,77;7,222;8,253;13,237;13,506;12,193;10,497;14,576
614;6141;547,343;488,611;535,622;513,522;546,118;491,269;422,329;477,671;483,049;505,116;438,925;543,38
614;6141;750,864;706,735;797,083;743,432;749,987;662,035;591,11;691,404;665,474;750,77;614,872;812,361
614;6141;56,804;52,533;56,852;54,545;50,333;38,21;31,707;23,408;35,968;35,431;37,136;33,465
614;6141;161,446;144,493;135,231;137,542;118,838;88,216;73,698;112,106;112,969;118,92;99,762;109,817
614;6141;412,574;332,276;347,58;334,073;384,114;338,393;206,732;360,484;348,807;384,897;349,377;409,713
614;6141;946,03;847,597;910,19;988,826;1,002,390;818,019;795,522;862,838;834,939;909,98;828,558;938,217
614;6141;81,478;72,039;66,121;63,707;69,301;56,834;60,951;70,444;62,572;66,061;60,477;70,143
614;6141;86,367;72,445;67,544;70,877;71,656;58,977;35,017;48,829;46,767;56,527;62,773;76,069
614;6141;473,705;403,963;436,434;501,025;541,628;472,431;341,97;474,609;463,195;495,304;430,417;514,062
614;6141;291,973;267,361;285,73;298,901;315,152;254,632;223,113;216,391;210,526;229,208;182,315;211,994
614;6142;236,515;207,658;223,961;219,281;240,101;193,245;124,213;196,486;218,097;228,483;165,73;191,049
614;6142;161,421;151,418;161,301;156,689;151,142;133,556;117,335;142,062;147,814;161,457;125,367;153,126
614;6142;232,078;197,197;227,252;209,982;224,158;196,826;145,511;209,353;223,759;241,997;188,913;204,481
614;6142;174,511;163,107;171,433;155,587;178,226;154,097;115,262;164,852;157,139;183,904;132,786;145,112
614;6143;83,048;81,583;95,627;81,416;89,019;77,836;70,553;83,554;99,063;98,059;83,624;88
614;6143;35,587;37,4;55,902;40,988;47,054;41,609;32,436;37,93;34,899;40,843;30,183;33,269
614;6143;32,675;41,397;66,215;68,345;74,261;68,874;58,712;77,481;79,318;84,351;75,905;122,186
614;6143;82,055;86,063;86,219;78,667;81,648;63,808;47,291;73,307;78,334;102,637;54,594;65,012
614;6143;501,91;484,395;492,649;461,366;511,442;421,924;410,879;441,377;478,924;467,472;477,688;536,157
614;6143;115,307;103,117;106,587;96,913;103,027;77,405;57,644;104,592;105,854;111,914;88,962;113,79
614;6143;432,862;357,699;354,805;307,448;309,811;353,193;202,036;210,871;221,31;241,761;226,075;311,476
614;6144;340,311;301,36;329,414;353,176;357,301;314,619;236,684;313,659;360,056;355,935;285,205;334,294
614;6144;564,052;502,069;557,86;551,06;541,451;564,668;448,467;576,033;535,46;577,281;452,876;560,421
614;6144;462,769;438,486;453,037;464,614;516,346;454,018;367,686;979,855;443,347;667,918;556,412;642,963
614;6144;4,122;3,09;3,365;3,066;4,737;4,66;2,776;1,236;1,793;1,665;4,383;10,703
614;6145;58,113;49,325;48,523;47,393;46,072;43,112;32,771;42,48;39,857;38,689;34,969;45,295
614;6145;102,023;80,269;81,144;74,009;70,487;58,687;41,198;97,127;94,248;125,759;87,53;98,07
614;6145;200,954;150,905;170,046;160,393;167,004;166,21;78,264;161,59;181,235;158,642;148,264;179,88
614;6145;116,123;100,765;98,337;97,708;104,299;106,558;64,918;112,163;99,049;120,722;90,598;106,143
614;6145;710;213;121;308;89;168;14;178;175;167;243;34
614;6146;53,877;42,724;34,448;30,442;28,319;25,093;11,676;3,222;4,099;3,076;24,35;39,346
614;6146;821,571;466,489;441,978;401,372;392,758;281,278;288,788;469,093;573,847;666,027;852,556;1,203,690
614;6146;130,259;81,853;107,929;71,745;76,293;59,177;19,216;12,481;15,38;45,14;87,982;130,711
614;6147;589,122;481,736;474,366;429,587;369,494;333,859;280,643;402,355;494,899;504,23;442,385;505,951
614;6148;986,443;1,058,851;1,006,735;871,689;910,151;661,056;402,023;488,474;596,371;614,49;740,15;935,596
614;6148;505,356;476,138;463,904;448,976;485,864;441,297;366,249;453,224;456,604;452,573;390,385;450,05
614;6148;159,195;210,828;218,722;178,572;198,77;123,769;110,194;129,452;141,614;132,886;141,054;149,684
614;6149;521,296;529,702;500,005;558,725;507,437;505,479;502,954;446,94;488,958;501,722;423,501;473,422
620;6200;726,565;575,394;727,736;660,75;703,685;578,365;479,616;599,678;588,479;490,638;334,817;459,365
620;6200;431,814;379,856;496,099;462,048;487,334;458,131;366,282;319,946;315,988;351,4;279,442;383,453
620;6200;519,763;382,929;349,326;287,826;200,115;192,018;102,619;104,394;130,485;183,593;169,427;382,789
620;6201;34,543;21,853;55,913;56,149;8,87;5,632;14,705;32,106;66,331;69,829;25,473;17,622
620;6201;303,203;305,57;260,331;215,31;239,855;235,241;143,829;343,092;308,424;498,248;292,79;232,251
620;6201;195,105;136,31;237,12;216,924;192,562;263,328;146,278;117,633;99,588;99,203;54,856;53,611
620;6201;280,556;196,916;256,172;339,348;283,115;203,381;160,508;193,188;243,864;323,553;117,59;70,577
620;6201;68,46;42,336;27,564;23,508;12,458;24,158;19,132;8,027;40,13;145,196;80,928;33,71
620;6201;21,334;15,764;14,062;8,411;1,75;2,229;527;390;;19,658;32,958;40,73
620;6201;170,86;160,002;343,115;216,688;85,716;98,873;68,292;107,159;62,166;107,575;116,626;87,781
620;6201;24,404;18,292;13,768;15,931;9,158;11,262;980;944;;16,799;61,905;46,775
620;6201;29,148;6,65;4,635;13,592;1,978;7,949;5,648;1,45;4,812;2,264;24,219;74,856
620;6202;10,501;46,219;90,384;128,492;114,888;89,925;81,812;52,693;27,899;18,836;8,418;9,699
620;6202;233,181;312,467;327,516;251,987;265,135;283,936;202,654;212,767;151,25;269,678;102,153;78,09
620;6202;68,188;119,305;235,687;263,696;127,566;104,628;102,906;72,608;55,691;109,145;17,009;5,966
620;6202;44,385;27,001;23,367;13,154;7,066;22,322;11,436;22,221;12,322;69,029;90,839;57,301
620;6202;9;42;;;;;;;149;;;
620;6202;65,359;55,088;108,703;66,658;36,827;98,736;38,542;13,349;14,879;17,531;1,866;82
620;6202;118,325;59,102;120,825;258,254;75,271;108,726;163,536;95,594;43,836;108,675;75,01;88,374
620;6202;359,636;308,095;597,415;677,705;418,402;366,503;302,661;260,443;208,176;149,623;95,247;335,653
620;6202;34,643;16,638;17,532;15,69;2,064;2,722;2,071;561;1,018;20,052;47,731;33,27
620;6202;;;;;;;;;;;35,131;47,517
620;6203;192,104;143,46;131,819;109,881;130,476;180,59;89,359;93,754;73,458;38,381;87,889;105,023
620;6203;149,012;120,206;124,276;71,834;108,538;164,472;80,537;65,587;64,127;46,148;73,83;97,243
620;6203;34,893;39,25;27,664;28,878;72,264;51,474;10,396;1,85;666;64;110;43,329
620;6203;70,63;79,993;77,07;51,455;92,69;89,463;49,107;64,06;33,212;22,62;13,733;39,764
620;6204;356,984;246,276;320,359;319,131;176,666;235,775;317,689;298,128;136,774;308,424;231,893;150,748
620;6204;258,214;185,454;273,519;170,951;85,094;136,427;272,707;210,261;51,224;129,951;112,337;99,65
620;6204;299,146;196,406;309,153;340,105;152,429;172,824;191,973;140,942;82,33;142,702;112,804;215,4
620;6204;222,744;130,299;228,627;224,906;114,37;162,369;102,263;85,464;70,076;86,166;59,768;112,646
620;6204;464,335;424,661;201,492;258,603;111,282;80,616;26,883;9,069;6,528;2,43;;164,1
620;6208;59,069;56,287;36,597;34,885;14,339;19,817;719;;;;;
621;6210;46,357;52,487;56,193;54,483;43,428;20,486;14,565;8,937;921;1,674;177;1,302
621;6210;8,19;5,507;3,14;3,821;5,283;3,177;1,771;1,556;876;1,994;1,127;
621;6210;4,193;6,056;2,422;3,131;1,565;1,565;1,668;1,006;1,006;8,02;503;
621;6210;18,013;19,857;17,85;29,721;13,46;12,818;6,73;4,579;;;;
621;6211;57,89;105,128;309,349;166,478;153,055;120,831;82,461;37,096;23,079;21,46;12,578;16,759
621;6211;113,995;76,63;154,793;173,69;155,439;146,602;130,063;140,04;132,819;305,402;143,073;268,676
621;6211;238,411;268,355;316,986;244,816;238,04;243,381;104,813;106,23;62,692;107,375;125,892;144,363
621;6211;126,151;146,249;325,635;277,975;295,731;166,605;117,31;67,65;47,167;81,033;15,84;97,179
621;6211;67,371;45,765;103,21;65,235;28,153;61,475;20,879;11,897;53,077;95,519;33,358;115,22
621;6211;69,253;49,047;57,992;74,823;31,608;50,372;31,913;4,307;2,756;7,894;26,694;55,383
621;6211;68,585;51,949;142,969;114,399;82,158;65,795;49,286;60,837;37,031;52,977;9,376;5,726
621;6211;171,164;154,574;283,05;153,431;264,689;182,488;64,101;20,352;9,865;17,346;6,288;5,648
621;6211;449,63;236,823;456,83;367,482;108,184;89,231;104,796;93,256;50,789;76,96;44,825;70,462
621;6211;98,918;44,208;66,643;109,922;18,589;20,863;21,482;8,109;3,793;39,6;5,907;363
621;6212;;;;17,197;62,98;;;;;;;
621;6213;59,912;93,338;438,44;365,765;249,529;174,367;116,283;76,462;63,784;106,139;62,46;87,219
621;6214;767,409;771,989;1,148,821;736,404;401,517;270,045;463,679;544,242;429,506;328,225;213,837;381,395
621;6214;124,552;34,208;78,218;57,328;25,11;27,103;56,68;74,214;30,403;36,051;96,558;49,327
621;6214;47;62,724;51,642;15,837;5,207;3,253;2,77;893;1,039;1,166;443;86
621;6214;151,801;103,286;98,388;245,995;95,196;91,871;101,129;54,434;69,967;82,445;23,412;141,475
622;6220;;;44,708;53,272;6,117;1,891;1,779;556;407;340;;
622;6220;516,843;672,155;770,251;694,45;696,752;381,707;330,341;249,536;121,862;104,528;36,146;26,486
622;6220;151,226;67,189;93,998;95,147;26,274;25,882;45,682;63,242;45,426;58,99;22,848;15,17
622;6220;29,4;11,331;14,472;14,802;3,608;18,192;130,783;56,501;27,711;19,482;8,25;5,058
622;6220;69,233;43,247;53,79;51,007;8,413;20,043;298,372;231,215;167,574;182,705;56,632;41,223
622;6220;238,806;107,584;92,312;82,188;16,185;12,143;1,605;233;233;;;
622;6221;172,246;143,113;139,241;145,741;126,836;101,662;79,777;33,6;24,52;16,068;2,988;3,297
622;6221;450,769;538,304;572,953;429,699;270,571;264,083;142,774;281,055;428,459;630,44;190,415;281,839
622;6221;136,857;120,335;223,566;230,055;84,218;78,19;91,411;186,257;180,153;158,762;121,39;311,805
622;6221;138,174;82,939;514,169;1,122,210;36,677;71,264;28,199;9,851;71,965;433,447;319,934;359,501
622;6221;407,075;343,905;815,51;918,538;263,1;277,854;115,417;193,336;379,782;632,038;207,257;330,447
622;6221;79,56;56,762;122,261;74,73;55,906;40,702;24,624;8,652;47,108;166,84;113,35;68,548
622;6221;87,971;161,21;279,308;246,535;98,001;77,608;65,065;41,269;20,729;32,256;18,518;74,136
622;6221;6,796;24,392;129,125;182,671;667;1,832;472;387;350;53,279;47,268;35,929
622;6221;65,648;31,864;26,449;17,934;7,255;15,271;793;55;117;129;28,452;49,831
